단지명,주소,층,계약년월,전용면적(㎡),건축년도,거래금액(만원),위도,경도
평택장안마을코오롱하늘채,경기도 평택시 장안동 619,7,202303,84.8821,2013,"36,000",37.0591088,127.0791805
평택장안마을코오롱하늘채,경기도 평택시 장안동 619,2,202303,84.8821,2013,"38,000",37.0591088,127.0791805
미주3(이충),경기도 평택시 이충동 592,2,202303,71.53,1996,"20,900",37.0624674,127.0692942
한양청솔,경기도 평택시 지산동 1093,4,202303,59.65,1996,"18,000",37.0743229,127.0635294
삼익,경기도 평택시 독곡동 468,4,202303,66.75,1994,"17,200",37.0854260,127.0633760
군문주공2,경기도 평택시 군문동 360,10,202303,49.43,1999,"18,500",36.9868636,127.0848746
소사벌리더스하임,경기도 평택시 비전동 1011,2,202303,84.97,2014,"32,500",37.0057422,127.1064767
소사벌리더스하임,경기도 평택시 비전동 1011,1,202303,84.86,2014,"29,500",37.0057422,127.1064767
평택센트럴자이1단지,경기도 평택시 동삭동 835,28,202303,72.6415,2017,"42,800",37.0169890,127.0990884
평택센트럴자이2단지,경기도 평택시 동삭동 845,16,202303,59.5153,2017,"35,000",37.0170136,127.1022263
평택센트럴자이3단지,경기도 평택시 동삭동 852,10,202303,84.5568,2019,"45,500",37.0209526,127.1005266
더샵지제역센트럴파크1BL,경기도 평택시 동삭동 219-9,21,202303,59.6236,2020,"40,500",37.0141374,127.0903243
힐스테이트 평택 1차,경기도 평택시 세교동 573,16,202303,84.87,2018,"42,000",37.0119561,127.0881501
힐스테이트평택3차(3-1블록),경기도 평택시 세교동 596,11,202303,84.87,2019,"44,000",37.0093868,127.0892034
힐스테이트평택3차(3-1블록),경기도 평택시 세교동 596,11,202303,84.87,2019,"44,000",37.0093868,127.0892034
개나리,경기도 평택시 세교동 559,15,202303,59.95,1995,"21,900",37.0009041,127.0821288
평택비전푸르지오,경기도 평택시 용이동 648,11,202303,84.975,2016,"42,500",36.9955667,127.1211068
평택비전푸르지오,경기도 평택시 용이동 648,11,202303,84.975,2016,"42,500",36.9955667,127.1211068
신영평택비전지웰푸르지오,경기도 평택시 용이동 644,5,202303,74.6495,2019,"43,000",36.9974208,127.1225145
평택소사벌반도유보라아이비파크,경기도 평택시 죽백동 720,3,202303,84.6605,2016,"35,000",37.0102463,127.1111016
고덕국제신도시리슈빌레이크파크,경기도 평택시 고덕동 2683-1,20,202303,84.9785,2021,"59,500",37.0364883,127.0353743
고덕국제신도시제일풍경채2차에듀,경기도 평택시 고덕동 2501-1,17,202303,84.908,2023,"52,000",37.0403648,127.0269241
주공,경기도 평택시 팽성읍 안정리 213,1,202303,39.27,1990,"8,500",36.9569568,127.0476220
우림,경기도 평택시 안중읍 금곡리 337-3,13,202303,39.84,1999,"11,200",36.9933025,126.9524699
건영캐스빌,경기도 평택시 안중읍 현화리 820-1,5,202303,84.95,2005,"23,000",36.9878220,126.9175020
늘푸른사랑마을,경기도 평택시 안중읍 현화리 828-1,2,202303,59.87,1999,"15,800",36.9805233,126.9181094
현대(824-5),경기도 평택시 안중읍 현화리 824-1,3,202303,59.639,2002,"19,400",36.9834824,126.9169802
한라파인빌(구한라공조사원아파트),경기도 평택시 포승읍 석정리 306-5,12,202303,49.94,1993,"7,300",36.9958462,126.8965959
평택청북이안아파트,경기도 평택시 청북읍 옥길리 1091,12,202303,84.9578,2011,"24,850",37.0199948,126.9091959
평택청북이안아파트,경기도 평택시 청북읍 옥길리 1091,15,202303,84.9826,2011,"23,000",37.0199948,126.9091959
청북풍림아이원,경기도 평택시 청북읍 옥길리 1144,12,202303,84.7876,2013,"24,000",37.0234115,126.9187388
청도,경기도 평택시 진위면 견산리 374,5,202303,55.98,1992,"8,500",37.1086746,127.0719432
고덕하늘채시그니처,경기도 평택시 고덕면 궁리 523,24,202303,59.949,2021,"34,000",37.0201237,127.0345312
고덕하늘채시그니처,경기도 평택시 고덕면 궁리 523,12,202303,59.949,2021,"31,800",37.0201237,127.0345312
태평,경기도 평택시 고덕면 궁리 75,16,202303,59.91,1994,"18,100",37.0165963,127.0337546
힐스테이트지제역,경기도 평택시 동삭동 가-,8,202303,59.8696,2020,"44,500",,
신명나리,경기도 평택시 비전동 881,11,202303,59.97,1995,"18,450",36.9931272,127.1194389
힐스테이트지제역퍼스티움,경기도 평택시 동삭동 593-1,24,202303,59.956,2022,"30,000",37.0184424,127.0842816
LIG아파트,경기도 평택시 이충동 591-2,1,202303,84.93,1997,"26,000",37.0638590,127.0685524
고덕국제신도시제일풍경채2차에듀,경기도 평택시 고덕동 2501-1,17,202303,84.908,2023,"53,000",37.0403648,127.0269241
고덕국제신도시아너스,경기도 평택시 고덕동 2461-1,1,202303,59.76,2022,"30,400",37.0439972,127.0235557
e편한세상지제역,경기도 평택시 동삭동 416,21,202303,74.7074,2022,"40,095",37.0156354,127.0883668
제일풍경채장당센트럴,경기도 평택시 장당동 660,20,202303,84.87,2018,"40,500",37.0475483,127.0555905
e편한세상지제역,경기도 평택시 동삭동 416,4,202303,59.5302,2022,"32,618",37.0156354,127.0883668
평택청북이안아파트,경기도 평택시 청북읍 옥길리 1091,6,202303,84.9742,2011,"24,500",37.0199948,126.9091959
건영캐스빌,경기도 평택시 안중읍 현화리 820-1,8,202303,84.95,2005,"22,500",36.9878220,126.9175020
지산코아루,경기도 평택시 지산동 1250,5,202303,191.31,2011,"52,000",37.0822318,127.0692375
현대(824-5),경기도 평택시 안중읍 현화리 824-1,11,202303,84.726,2003,"22,500",36.9834824,126.9169802
고덕국제신도시제일풍경채,경기도 평택시 고덕동 1899-2,2,202303,99.42,2019,"72,000",37.0534802,127.0421109
고덕국제신도시제일풍경채,경기도 평택시 고덕동 1899-2,13,202303,84.86,2019,"63,000",37.0534802,127.0421109
반도보라빌,경기도 평택시 포승읍 방림리 715,9,202303,84.96,2005,"19,000",36.9799985,126.8819615
평택센트럴자이2단지,경기도 평택시 동삭동 845,5,202303,59.1594,2017,"30,850",37.0170136,127.1022263
고덕신도시자연앤자이,경기도 평택시 고덕동 1970-2,13,202303,84.6213,2019,"59,300",37.0507518,127.0455397
평택센트럴자이3단지,경기도 평택시 동삭동 852,16,202303,84.2757,2019,"47,000",37.0209526,127.1005266
평택비전센트럴푸르지오,경기도 평택시 용이동 650,8,202303,84.7024,2018,"41,500",36.9941872,127.1219508
송탄역서희스타힐스,경기도 평택시 신장동 694,7,202303,84.8951,2019,"32,500",37.0855974,127.0546754
송탄역서희스타힐스,경기도 평택시 신장동 694,2,202303,84.6217,2019,"34,500",37.0855974,127.0546754
송화지구우미이노스빌,경기도 평택시 팽성읍 송화리 788-1,1,202303,80.9879,2005,"20,300",36.9606600,127.0597574
평택브라운스톤험프리스,경기도 평택시 팽성읍 안정리 360,10,202303,127.5684,2016,"45,900",36.9654154,127.0488677
정암마을뜨란채,경기도 평택시 이충동 674,5,202303,84.91,2006,"31,500",37.0587043,127.0673833
LIG아파트,경기도 평택시 이충동 591-2,5,202303,99.96,1997,"31,000",37.0638590,127.0685524
주공4,경기도 평택시 합정동 829,3,202303,39.61,1992,"19,900",36.9898730,127.0907461
평택스마트빌포레,경기도 평택시 포승읍 도곡리 1117-11,9,202303,31.06,2017,"9,700",36.9898862,126.8414122
평택소사벌호반베르디움,경기도 평택시 죽백동 737,23,202303,84.2227,2018,"45,000",37.0062379,127.1125987
힐스테이트지제역퍼스티움,경기도 평택시 동삭동 593-1,2,202303,84.93,2022,"39,446",37.0184424,127.0842816
힐스테이트 평택 1차,경기도 평택시 세교동 573,24,202303,84.87,2018,"45,000",37.0119561,127.0881501
e편한세상평택용이1단지,경기도 평택시 용이동 737,4,202303,84.67,2017,"36,900",37.0021249,127.1441966
한일,경기도 평택시 독곡동 473,4,202303,59.4,1993,"14,200",37.0841548,127.0629526
e편한세상평택용이1단지,경기도 평택시 용이동 737,4,202303,84.67,2017,"36,900",37.0021249,127.1441966
서광미소마을,경기도 평택시 안중읍 현화리 841,4,202303,84.567,2005,"24,100",36.9806499,126.9224475
서정스마트빌듀오1차,경기도 평택시 이충동 456-1,7,202303,24.31,2016,"8,800",37.0565680,127.0582508
e편한세상평택용이1단지,경기도 평택시 용이동 737,13,202303,84.91,2017,"36,800",37.0021249,127.1441966
평택센트럴자이3단지,경기도 평택시 동삭동 852,11,202303,59.5152,2019,"32,000",37.0209526,127.1005266
신영평택비전지웰푸르지오,경기도 평택시 용이동 644,7,202303,74.9404,2019,"43,000",36.9974208,127.1225145
정암마을뜨란채,경기도 평택시 이충동 674,6,202303,84.91,2006,"30,500",37.0587043,127.0673833
태산,경기도 평택시 비전동 813-1,2,202303,59.91,1994,"25,500",36.9984028,127.1065923
태평,경기도 평택시 고덕면 궁리 75,18,202303,59.91,1995,"19,000",37.0165963,127.0337546
고덕국제신도시제일풍경채,경기도 평택시 고덕동 1899-2,12,202303,99.42,2019,"75,000",37.0534802,127.0421109
더샵지제역센트럴파크3BL,경기도 평택시 동삭동 941,10,202303,74.7312,2021,"43,000",37.0223463,127.0933108
더샵지제역센트럴파크3BL,경기도 평택시 동삭동 941,10,202303,74.7312,2021,"43,000",37.0223463,127.0933108
현대이화,경기도 평택시 비전동 828-2,8,202303,84.035,1993,"30,000",36.9970308,127.1108536
비전경남아너스빌,경기도 평택시 비전동 931,8,202303,59.767,2009,"28,000",36.9942798,127.1103136
비전현대,경기도 평택시 비전동 879-5,4,202303,59.72,1994,"22,000",36.9937759,127.1161204
평택소사벌반도유보라아이비파크,경기도 평택시 죽백동 720,22,202303,84.8976,2016,"38,000",37.0102463,127.1111016
서광미소마을,경기도 평택시 안중읍 현화리 841,3,202303,84.567,2005,"24,000",36.9806499,126.9224475
고덕국제신도시아너스,경기도 평택시 고덕동 2461-1,20,202303,59.94,2022,"32,923",37.0439972,127.0235557
한라파인빌(구한라공조사원아파트),경기도 평택시 포승읍 석정리 306-5,8,202303,49.94,1993,"6,900",36.9958462,126.8965959
평택효성해링턴플레이스2단지,경기도 평택시 소사동 697,8,202303,59.875,2019,"31,200",36.9874051,127.1296995
동아목련,경기도 평택시 비전동 236-22,14,202303,134.43,1993,"36,000",36.9925234,127.1022396
포승삼부르네상스2단지,경기도 평택시 포승읍 도곡리 1109,7,202303,84.9978,2005,"24,800",36.9908678,126.8474842
라페온빌II,경기도 평택시 평택동 64-5,9,202303,18.27,2017,"8,500",36.9938494,127.0861536
제일풍경채장당센트럴,경기도 평택시 장당동 660,10,202303,84.83,2018,"43,200",37.0475483,127.0555905
소사벌더샵마스터뷰,경기도 평택시 죽백동 817,19,202303,99.3385,2018,"57,000",37.0014315,127.1245592
스마트빌듀오2차,경기도 평택시 포승읍 도곡리 1120-5,14,202303,34.72,2014,"8,000",36.9876936,126.8434944
평택센트럴해링턴플레이스,경기도 평택시 비전동 1089,12,202303,84.9833,2012,"31,800",37.0004280,127.1081602
e편한세상지제역,경기도 평택시 동삭동 416,14,202303,84.052,2022,"44,000",37.0156354,127.0883668
대원,경기도 평택시 팽성읍 송화리 790-1,2,202303,59.97,2002,"16,300",36.9636829,127.0606423
SR친오애,경기도 평택시 포승읍 만호리 646-1,6,202303,78.9582,2004,"17,000",36.9615202,126.8571889
신안인스빌시그니처,경기도 평택시 고덕동 1897-3,14,202303,84.0374,2020,"60,000",37.0558526,127.0420624
신안인스빌시그니처,경기도 평택시 고덕동 1897-3,14,202303,84.0374,2020,"60,000",37.0558526,127.0420624
주공,경기도 평택시 팽성읍 안정리 213,3,202303,46.65,1990,"10,600",36.9569568,127.0476220
꿈의도시두드림,경기도 평택시 통복동 88-2,16,202303,19.01,2017,"8,300",36.9955761,127.0868646
평택효성해링턴플레이스1단지,경기도 평택시 소사동 670,7,202303,84.772,2019,"40,500",36.9903797,127.1254279
부영사랑으로2단지,경기도 평택시 청북읍 옥길리 1104,1,202303,59.9605,2011,"14,800",37.0177101,126.9134152
우성꿈그린,경기도 평택시 세교동 558,13,202303,84.97,1995,"26,800",37.0022838,127.0804944
힐스테이트 평택2차,경기도 평택시 세교동 597,21,202303,64.28,2018,"35,000",37.0099774,127.0867318
평택지제역동문굿모닝힐맘시티3단지,경기도 평택시 칠원동 613,10,202303,74.766,2021,"36,000",37.0244682,127.1016691
비전경남아너스빌,경기도 평택시 비전동 931,13,202303,84.71,2009,"31,700",36.9942798,127.1103136
평택센트럴해링턴플레이스,경기도 평택시 비전동 1089,8,202303,84.9833,2012,"32,300",37.0004280,127.1081602
문화,경기도 평택시 비전동 887,8,202303,49.86,1994,"16,700",36.9915288,127.1159132
현대이화,경기도 평택시 비전동 828-2,12,202303,107.16,1993,"33,000",36.9970308,127.1108536
고덕하늘채시그니처,경기도 평택시 고덕면 궁리 523,2,202303,59.9717,2021,"30,000",37.0201237,127.0345312
고덕국제신도시아너스,경기도 평택시 고덕동 2461-1,20,202303,59.97,2022,"33,900",37.0439972,127.0235557
고덕국제신도시르플로랑,경기도 평택시 고덕동 1895-2,18,202303,55.9,2021,"44,900",37.0561588,127.0455272
고덕국제신도시르플로랑,경기도 평택시 고덕동 1895-2,18,202303,55.9,2021,"44,900",37.0561588,127.0455272
금호타운,경기도 평택시 서정동 826-4,4,202303,59.77,1996,"20,500",37.0697619,127.0579866
한승아파트,경기도 평택시 진위면 견산리 27-15,11,202303,44.46,2000,"13,000",37.1078327,127.0796372
평택비전에듀포레푸르지오,경기도 평택시 용이동 652,2,202303,84.9274,2018,"46,000",36.9927558,127.1225496
평택소사벌반도유보라아이비파크,경기도 평택시 죽백동 720,6,202303,84.8976,2016,"34,600",37.0102463,127.1111016
평택용이금호어울림1단지,경기도 평택시 용이동 581,16,202303,67.5496,2015,"28,000",37.0015751,127.1307921
평택용이금호어울림1단지,경기도 평택시 용이동 581,5,202303,84.9977,2015,"31,000",37.0015751,127.1307921
우미이노스빌1차,경기도 평택시 장당동 633,8,202303,79.8571,2005,"31,000",37.0504179,127.0611802
주공4,경기도 평택시 합정동 829,2,202303,39.61,1992,"22,000",36.9898730,127.0907461
늘푸른사랑마을,경기도 평택시 안중읍 현화리 828-1,9,202303,59.755,1999,"14,000",36.9805233,126.9181094
e편한세상지제역,경기도 평택시 동삭동 416,19,202303,84.8086,2022,"43,800",37.0156354,127.0883668
e편한세상지제역,경기도 평택시 동삭동 416,18,202303,59.435,2022,"31,980",37.0156354,127.0883668
e편한세상지제역,경기도 평택시 동삭동 416,21,202303,84.052,2022,"44,000",37.0156354,127.0883668
힐스테이트지제역퍼스티움,경기도 평택시 동삭동 593-1,20,202303,84.727,2022,"39,002",37.0184424,127.0842816
더샵지제역센트럴파크2BL,경기도 평택시 동삭동 388-13,5,202303,74.9744,2020,"45,500",37.0162832,127.0927203
평택센트럴자이3단지,경기도 평택시 동삭동 852,7,202303,72.6417,2019,"38,000",37.0209526,127.1005266
평택센트럴자이 5단지,경기도 평택시 동삭동 855,9,202303,84.5289,2018,"44,500",37.0202607,127.1038341
평택센트럴자이 5단지,경기도 평택시 동삭동 855,9,202303,84.5289,2018,"44,500",37.0202607,127.1038341
부영1,경기도 평택시 세교동 555,9,202303,59.94,1996,"19,600",37.0031914,127.0858386
더샵지제역센트럴파크1BL,경기도 평택시 동삭동 219-9,26,202303,74.9929,2020,"48,500",37.0141374,127.0903243
평택지제역동문굿모닝힐맘시티1단지,경기도 평택시 칠원동 542,10,202303,59.7109,2019,"29,500",37.0266355,127.1023814
건영(지산),경기도 평택시 지산동 1094,8,202303,53.58,1993,"17,000",37.0763664,127.0639244
평택서정동롯데캐슬,경기도 평택시 서정동 1121,3,202303,118.31,2010,"41,000",37.0600235,127.0602776
소사벌리더스하임,경기도 평택시 비전동 1011,20,202303,84.97,2014,"36,000",37.0057422,127.1064767
소사벌리더스하임,경기도 평택시 비전동 1011,8,202303,74.98,2014,"32,900",37.0057422,127.1064767
더샵지제역센트럴파크3BL,경기도 평택시 동삭동 941,18,202303,74.7312,2021,"44,000",37.0223463,127.0933108
평택용이금호어울림1단지,경기도 평택시 용이동 581,8,202303,84.9936,2015,"31,700",37.0015751,127.1307921
평택용이금호어울림1단지,경기도 평택시 용이동 581,17,202303,84.9967,2015,"33,000",37.0015751,127.1307921
푸르지오1차,경기도 평택시 용이동 471-1,16,202303,108.8017,2009,"40,000",36.9988661,127.1421730
부영2,경기도 평택시 세교동 557,5,202303,84.9842,2000,"28,900",37.0035238,127.0816577
평택지제역동문굿모닝힐맘시티1단지,경기도 평택시 칠원동 542,10,202303,59.7109,2019,"29,500",37.0266355,127.1023814
휴먼시아추담마을,경기도 평택시 이충동 693,14,202303,84.91,2007,"31,800",37.0583692,127.0711228
우미린레이크파크,경기도 평택시 죽백동 816,16,202303,84.9879,2017,"38,500",37.0032659,127.1243011
서재자이,경기도 평택시 동삭동 715-1,10,202303,84.95,2014,"35,000",37.0111516,127.1017076
평택비전센트럴푸르지오,경기도 평택시 용이동 650,10,202303,96.8717,2018,"52,700",36.9941872,127.1219508
비전아이파크평택,경기도 평택시 용이동 639,2,202303,75.97,2018,"32,000",36.9987688,127.1251689
명지미래힐1단지,경기도 평택시 포승읍 내기리 697,7,202303,83.456,2004,"15,700",36.9767677,126.8764043
e편한세상평택용이1단지,경기도 평택시 용이동 737,7,202303,84.86,2017,"37,000",37.0021249,127.1441966
평택용이금호어울림1단지,경기도 평택시 용이동 581,12,202303,84.9967,2015,"31,000",37.0015751,127.1307921
제일풍경채장당센트럴,경기도 평택시 장당동 660,19,202303,66.9,2018,"36,000",37.0475483,127.0555905
우미이노스빌2차,경기도 평택시 장당동 632,2,202303,84.9131,2005,"32,000",37.0519408,127.0612191
한국아델리움,경기도 평택시 장당동 629,14,202303,84.9394,2005,"30,500",37.0503965,127.0589731
한양,경기도 평택시 장당동 475,1,202303,59.955,1994,"16,500",37.0514135,127.0546769
고덕국제신도시제일풍경채,경기도 평택시 고덕동 1899-2,14,202303,84.98,2019,"63,000",37.0534802,127.0421109
평택장안마을코오롱하늘채,경기도 평택시 장안동 619,4,202303,84.8797,2013,"34,300",37.0591088,127.0791805
소사벌더샵마스터뷰,경기도 평택시 죽백동 817,2,202303,89.8327,2018,"45,000",37.0014315,127.1245592
평택지제역동문굿모닝힐맘시티1단지,경기도 평택시 칠원동 542,6,202303,84.9718,2019,"38,900",37.0266355,127.1023814
평택지제역동문굿모닝힐맘시티1단지,경기도 평택시 칠원동 542,26,202303,59.9845,2019,"30,300",37.0266355,127.1023814
평택용이금호어울림1단지,경기도 평택시 용이동 581,4,202303,84.9954,2015,"30,800",37.0015751,127.1307921
평택용이금호어울림1단지,경기도 평택시 용이동 581,9,202303,67.5496,2015,"29,500",37.0015751,127.1307921
고덕국제신도시제일풍경채,경기도 평택시 고덕동 1899-2,10,202303,84.86,2019,"67,800",37.0534802,127.0421109
e편한세상평택,경기도 평택시 용이동 580,7,202303,84.8456,2015,"35,300",37.0006187,127.1286607
한라파인빌(구한라공조사원아파트),경기도 평택시 포승읍 석정리 306-5,10,202303,49.94,1993,"6,700",36.9958462,126.8965959
지제역더샵센트럴시티,경기도 평택시 지제동 가-,9,202303,84.9264,2022,"76,000",,
힐스테이트 평택2차,경기도 평택시 세교동 597,17,202303,84.87,2018,"45,900",37.0099774,127.0867318
평택소사에스케이뷰,경기도 평택시 소사동 524,8,202303,84.993,2007,"31,750",36.9898501,127.1233158
평택지제역동문굿모닝힐맘시티1단지,경기도 평택시 칠원동 542,4,202303,74.766,2019,"33,000",37.0266355,127.1023814
소사벌리더스하임,경기도 평택시 비전동 1011,6,202303,84.97,2014,"34,000",37.0057422,127.1064767
동성한아름,경기도 평택시 비전동 877,13,202303,72.48,1994,"22,000",36.9957318,127.1137973
경원,경기도 평택시 진위면 견산리 27-6,3,202303,50.85,1987,"8,000",37.1065637,127.0790320
고덕국제신도시파라곤,경기도 평택시 고덕동 1904-2,5,202303,84.9981,2019,"68,700",37.0536942,127.0452835
평택지제역동문굿모닝힐맘시티4단지,경기도 평택시 칠원동 595,8,202303,74.6181,2019,"35,000",37.0243447,127.1067737
힐스테이트지제역,경기도 평택시 동삭동 가-,14,202303,84.9974,2020,"66,000",,
평택소사벌반도유보라아이비파크,경기도 평택시 죽백동 720,4,202303,84.8976,2016,"32,000",37.0102463,127.1111016
지산코아루,경기도 평택시 지산동 1250,1,202303,160.9074,2011,"48,300",37.0822318,127.0692375
더샵지제역센트럴파크1BL,경기도 평택시 동삭동 219-9,11,202303,59.6236,2020,"40,500",37.0141374,127.0903243
신안인스빌시그니처,경기도 평택시 고덕동 1897-3,5,202303,96.9008,2020,"68,000",37.0558526,127.0420624
힐스테이트평택3차(3-1블록),경기도 평택시 세교동 596,20,202303,73.42,2019,"39,000",37.0093868,127.0892034
평택브라운스톤험프리스,경기도 평택시 팽성읍 안정리 360,3,202303,146.4005,2016,"49,200",36.9654154,127.0488677
주공,경기도 평택시 팽성읍 안정리 213,2,202303,39.27,1990,"8,500",36.9569568,127.0476220
서정벨루스하임,경기도 평택시 서정동 433-7,15,202303,26.37,2016,"9,800",37.0603924,127.0539741
고덕국제신도시르플로랑,경기도 평택시 고덕동 1895-2,12,202303,55.97,2021,"44,800",37.0561588,127.0455272
우미이노스빌1차,경기도 평택시 장당동 633,5,202303,84.9131,2005,"32,000",37.0504179,127.0611802
e편한세상지제역,경기도 평택시 동삭동 416,21,202303,84.8086,2022,"43,775",37.0156354,127.0883668
평택비전에듀포레푸르지오,경기도 평택시 용이동 652,1,202303,84.955,2018,"48,500",36.9927558,127.1225496
e편한세상평택용이1단지,경기도 평택시 용이동 737,18,202303,84.86,2017,"36,000",37.0021249,127.1441966
"한일(A,B)",경기도 평택시 현덕면 인광리 413-2,4,202303,59.76,1992,"7,000",36.9618133,126.9187564
e편한세상지제역,경기도 평택시 동삭동 416,27,202303,59.5302,2022,"33,545",37.0156354,127.0883668
평택뉴비전엘크루,경기도 평택시 합정동 가-,6,202303,84.9752,2021,"40,000",,
힐스테이트지제역,경기도 평택시 동삭동 가-,4,202303,59.8696,2020,"44,500",,
지산코아루,경기도 평택시 지산동 1250,6,202303,101.2238,2011,"38,500",37.0822318,127.0692375
비전경남아너스빌,경기도 평택시 비전동 931,11,202303,121.541,2009,"39,000",36.9942798,127.1103136
힐스테이트지제역퍼스티움,경기도 평택시 동삭동 593-1,17,202303,84.727,2022,"40,000",37.0184424,127.0842816
평택지제역동문굿모닝힐맘시티1단지,경기도 평택시 칠원동 542,3,202303,74.766,2019,"33,150",37.0266355,127.1023814
"한일(A,B)",경기도 평택시 현덕면 인광리 413-2,4,202303,59.76,1992,"7,000",36.9618133,126.9187564
평택소사벌반도유보라아이비파크1단지,경기도 평택시 죽백동 722,9,202303,84.6605,2016,"39,000",37.0085703,127.1132306
평택효성해링턴플레이스2단지,경기도 평택시 소사동 697,22,202303,59.876,2019,"32,800",36.9874051,127.1296995
부영사랑으로1단지,경기도 평택시 청북읍 옥길리 1110,4,202303,59.9605,2011,"14,300",37.0161358,126.9140475
부영사랑으로1단지,경기도 평택시 청북읍 옥길리 1110,6,202303,59.9605,2011,"15,000",37.0161358,126.9140475
비전현대,경기도 평택시 비전동 879-5,11,202303,59.72,1994,"22,500",36.9937759,127.1161204
평택군문1단지주공,경기도 평택시 군문동 370,5,202303,49.43,1999,"17,500",36.9866824,127.0816065
힐스테이트 평택 1차,경기도 평택시 세교동 573,17,202303,73.55,2018,"40,350",37.0119561,127.0881501
모아미래도1차,경기도 평택시 포승읍 도곡리 1113,8,202303,84.9316,2006,"23,000",36.9903657,126.8503472
평택센트럴해링턴플레이스,경기도 평택시 비전동 1089,12,202303,84.9803,2012,"34,700",37.0004280,127.1081602
아주2,경기도 평택시 독곡동 474,5,202303,59.97,1995,"19,200",37.0829067,127.0629027
부영사랑으로2단지,경기도 평택시 청북읍 옥길리 1104,7,202303,59.9605,2011,"16,100",37.0177101,126.9134152
평택장안마을코오롱하늘채,경기도 평택시 장안동 619,15,202303,84.9448,2013,"36,000",37.0591088,127.0791805
평택센트럴자이1단지,경기도 평택시 동삭동 835,28,202303,84.5403,2017,"49,500",37.0169890,127.0990884
힐스테이트지제역,경기도 평택시 동삭동 가-,17,202303,59.9989,2020,"42,500",,
e편한세상지제역,경기도 평택시 동삭동 416,23,202303,84.052,2022,"44,260",37.0156354,127.0883668
삼익사이버,경기도 평택시 동삭동 343-2,2,202303,119.16,2000,"35,000",37.0218005,127.0963783
고덕국제신도시제일풍경채,경기도 평택시 고덕동 1899-2,14,202303,84.98,2019,"63,000",37.0534802,127.0421109
주공,경기도 평택시 합정동 835,4,202303,39.69,1990,"17,500",36.9900510,127.0963912
비전롯데캐슬,경기도 평택시 비전동 946,3,202303,122.577,2011,"47,800",36.9989589,127.0958480
평택센트럴해링턴플레이스,경기도 평택시 비전동 1089,9,202303,84.9803,2012,"35,000",37.0004280,127.1081602
현대향촌,경기도 평택시 세교동 560,12,202303,77.72,1998,"21,000",37.0010762,127.0795586
평택소사벌반도유보라아이비파크1단지,경기도 평택시 죽백동 722,9,202303,84.8976,2016,"37,700",37.0085703,127.1132306
평택센트럴해링턴플레이스,경기도 평택시 비전동 1089,2,202303,84.9833,2012,"32,000",37.0004280,127.1081602
평택소사벌푸르지오,경기도 평택시 비전동 970,5,202303,83.97,2019,"30,000",37.0081966,127.1023543
평택소사벌푸르지오,경기도 평택시 비전동 970,19,202303,83.97,2019,"40,000",37.0081966,127.1023543
고덕국제신도시파라곤,경기도 평택시 고덕동 1904-2,17,202303,71.3755,2019,"61,000",37.0536942,127.0452835
참이슬,경기도 평택시 합정동 870,12,202303,59.9838,1999,"22,000",36.9899781,127.1183375
성두,경기도 평택시 팽성읍 평궁리 305-1,1,202303,59.88,1995,"7,800",36.9723636,127.0845477
평택센트럴자이3단지,경기도 평택시 동삭동 852,10,202303,59.5152,2019,"33,000",37.0209526,127.1005266
평택센트럴자이3단지,경기도 평택시 동삭동 852,9,202303,59.5152,2019,"36,000",37.0209526,127.1005266
e편한세상지제역,경기도 평택시 동삭동 416,17,202303,84.8086,2022,"43,500",37.0156354,127.0883668
부영사랑으로1단지,경기도 평택시 청북읍 옥길리 1110,9,202303,59.9605,2011,"15,000",37.0161358,126.9140475
한양청솔,경기도 평택시 지산동 1093,4,202303,59.65,1996,"17,000",37.0743229,127.0635294
평택지제역동문굿모닝힐맘시티3단지,경기도 평택시 칠원동 613,12,202303,74.766,2021,"36,500",37.0244682,127.1016691
평택지제역동문굿모닝힐맘시티3단지,경기도 평택시 칠원동 613,10,202303,84.9718,2021,"35,000",37.0244682,127.1016691
신한헤센스마트서정아트타워,경기도 평택시 서정동 319-3,17,202303,22.654,2018,"10,400",37.0567517,127.0547999
서정역꿈의도시두드림주상복합,경기도 평택시 서정동 303-6,8,202303,19.01,2018,"8,200",37.0593466,127.0547177
고덕국제신도시제일풍경채,경기도 평택시 고덕동 1899-2,23,202303,84.86,2019,"64,000",37.0534802,127.0421109
평택용이금호어울림2단지,경기도 평택시 용이동 601,7,202303,84.9967,2015,"32,000",36.9985820,127.1298660
평택효성해링턴플레이스2단지,경기도 평택시 소사동 697,7,202303,84.772,2019,"37,500",36.9874051,127.1296995
더샵지제역센트럴파크3BL,경기도 평택시 동삭동 941,9,202303,84.7982,2021,"60,500",37.0223463,127.0933108
평택센트럴자이3단지,경기도 평택시 동삭동 852,6,202303,72.6417,2019,"38,000",37.0209526,127.1005266
아주2,경기도 평택시 독곡동 474,6,202303,59.97,1995,"20,700",37.0829067,127.0629027
e편한세상지제역,경기도 평택시 동삭동 416,22,202303,74.7074,2022,"40,800",37.0156354,127.0883668
힐스테이트지제역퍼스티움,경기도 평택시 동삭동 593-1,4,202303,84.727,2022,"39,000",37.0184424,127.0842816
성원,경기도 평택시 안중읍 현화리 825-1,1,202303,59.5159,2002,"16,900",36.9835432,126.9201125
